Link,Length,Coef,aux,Link_id,Length_,Leak_id
L2881,111.16,0.00088,0,L2881,111.16,Leak_2314
L2881,124.58,0.00095,1,L2881_1,13.42,Leak_2315
L2883,55.11,0.00208,0,L2883,55.11,Leak_2316
L2888,62.46,0.00142,0,L2888,62.46,Leak_2317
L2888,170.41,0.00138,1,L2888_1,107.95,Leak_2318
L289,7.05,0.0011,0,L289,7.05,Leak_2319
L289,136.41,0.0013,1,L289_1,129.36,Leak_2320
L2891,10.32,0.00072,0,L2891,10.32,Leak_2321
L2892,129.71,0.00076,0,L2892,129.71,Leak_2322
L2892,149.74,0.00088,1,L2892_1,20.03,Leak_2323
L2892,201.94,0.00072,2,L2892_2,52.2,Leak_2324
L2892,209.66,0.00079,3,L2892_3,7.72,Leak_2325
L2895,5.88,0.00016,0,L2895,5.88,Leak_2326
L2897,6.73,0.00021,0,L2897,6.73,Leak_2327
L2897,20.91,0.00023,1,L2897_1,14.18,Leak_2328
L2898,25.24,0.00058,0,L2898,25.24,Leak_2329
L2898,41.33,0.00062,1,L2898_1,16.09,Leak_2330
L2899,16.51,0.00093,0,L2899,16.51,Leak_2331
L2899,134.52,0.00095,1,L2899_1,118.01,Leak_2332
L29,15.67,0.00231,0,L29,15.67,Leak_2333
L290,7.4,0.01488,0,L290,7.4,Leak_2334
L290,52.88,0.00099,1,L290_1,45.48,Leak_2335
L290,85.97,0.001,2,L290_2,33.09,Leak_2336
L2900,10.03,0.000059,0,L2900,10.03,Leak_2337
L2900,11.97,0.000057,1,L2900_1,1.94,Leak_2338
L2901,10.22,0.00062,0,L2901,10.22,Leak_2339
L2901,61.63,0.00073,1,L2901_1,51.41,Leak_2340
L2903,161.15,0.0057,0,L2903,161.15,Leak_2341
L2904,6.94,0.00042,0,L2904,6.94,Leak_2342
L2906,6.58,0.00016,0,L2906,6.58,Leak_2343
L2906,16.04,0.00017,1,L2906_1,9.46,Leak_2344
L2907,75.66,0.00171,0,L2907,75.66,Leak_2345
L2910,12.59,0.000059,0,L2910,12.59,Leak_2346
L2911,4.13,0.000003,0,L2911,4.13,Leak_2347
L2917,2.16,0.000078,0,L2917,2.16,Leak_2348
L2919,30.29,0.00187,0,L2919,30.29,Leak_2349
L292,14.81,0.00029,0,L292,14.81,Leak_2350
L2923,0.14,0.00021,0,L2923,0.14,Leak_2351
L2923,13.03,0.0002,1,L2923_1,12.89,Leak_2352
L2924,7.07,0.00008,0,L2924,7.07,Leak_2353
L2925,2.75,0.00024,0,L2925,2.75,Leak_2354
L2925,4.81,0.00024,1,L2925_1,2.06,Leak_2355
L2926,20.39,0.00057,0,L2926,20.39,Leak_2356
L2928,96.32,0.01955,0,L2928,96.32,Leak_2357
L2929,95.16,0.00119,0,L2929,95.16,Leak_2358
L2929,111.42,0.00117,1,L2929_1,16.26,Leak_2359
L2929,117.59,0.00106,2,L2929_2,6.17,Leak_2360
L293,0.46,0.00015,0,L293,0.46,Leak_2361
L2930,4.11,0.03378,0,L2930,4.11,Leak_2362
L2930,10.46,0.0013,1,L2930_1,6.35,Leak_2363
L2930,145.04,0.0016,2,L2930_2,134.58,Leak_2364
L2930,165.77,0.00137,3,L2930_3,20.73,Leak_2365
L2933,12.72,0.00156,0,L2933,12.72,Leak_2366
L2936,22,0.00242,0,L2936,22,Leak_2367
L2936,108.41,0.00247,1,L2936_1,86.41,Leak_2368
L2937,3.52,0.000043,0,L2937,3.52,Leak_2369
L2938,214.35,0.00403,0,L2938,214.35,Leak_2370
L294,1.15,0.00036,0,L294,1.15,Leak_2371
L2941,31.51,0.00102,0,L2941,31.51,Leak_2372
L2942,0.89,0.00012,0,L2942,0.89,Leak_2373
L2943,19.3,0.00056,0,L2943,19.3,Leak_2374
L2945,243.14,0.00702,0,L2945,243.14,Leak_2375
L2946,13.98,0.00078,0,L2946,13.98,Leak_2376
L2946,14.45,0.00079,1,L2946_1,0.47,Leak_2377
L2948,167.38,0.00317,0,L2948,167.38,Leak_2378
L2948,349.65,0.00264,1,L2948_1,182.27,Leak_2379
L295,23.14,0.00311,0,L295,23.14,Leak_2380
L2950,139.91,0.0024,0,L2950,139.91,Leak_2381
L2950,165.28,0.00205,1,L2950_1,25.37,Leak_2382
L2952,40.42,0.00115,0,L2952,40.42,Leak_2383
L2952,188.54,0.00126,1,L2952_1,148.12,Leak_2384
L2952,224.06,0.0012,2,L2952_2,35.52,Leak_2385
L2955,4.81,0.00019,0,L2955,4.81,Leak_2386
L2956,4.95,0.00029,0,L2956,4.95,Leak_2387
L2958,7.28,0.000072,0,L2958,7.28,Leak_2388
L2959,33.05,0.00051,0,L2959,33.05,Leak_2389
L2959,79.73,0.0005,1,L2959_1,46.68,Leak_2390
L296,24.29,0.00104,0,L296,24.29,Leak_2391
L2960,6.89,0.04163,0,L2960,6.89,Leak_2392
L2960,7.3,0.00021,1,L2960_1,0.41,Leak_2393
L2962,3.18,0.000045,0,L2962,3.18,Leak_2394
L2963,1.6,0.000061,0,L2963,1.6,Leak_2395
L2965,7.86,0.002,0,L2965,7.86,Leak_2396
L2968,0.96,0.00027,0,L2968,0.96,Leak_2397
L2969,55.45,0.00286,0,L2969,55.45,Leak_2398
L2970,8.18,0.00059,0,L2970,8.18,Leak_2399
L2971,7.4,0.00038,0,L2971,7.4,Leak_2400
L2971,25.91,0.00034,1,L2971_1,18.51,Leak_2401
L2971,60.12,0.00037,2,L2971_2,34.21,Leak_2402
L2973,7.93,0.000006,0,L2973,7.93,Leak_2403
L2974,124.65,0.01385,0,L2974,124.65,Leak_2404
L2975,25.69,0.00467,0,L2975,25.69,Leak_2405
L2977,23.39,0.00054,0,L2977,23.39,Leak_2406
L2979,86.09,0.00154,0,L2979,86.09,Leak_2407
L298,50.89,0.02899,0,L298,50.89,Leak_2408
L2980,112.61,0.00223,0,L2980,112.61,Leak_2409
L2980,120.46,0.00273,1,L2980_1,7.85,Leak_2410
L2983,1.44,0.00014,0,L2983,1.44,Leak_2411
L2983,2.31,0.00017,1,L2983_1,0.87,Leak_2412
L2985,45.03,0.00227,0,L2985,45.03,Leak_2413
L2986,34.14,0.00244,0,L2986,34.14,Leak_2414
L2986,77.93,0.00296,1,L2986_1,43.79,Leak_2415
L2986,446.88,0.00252,2,L2986_2,368.95,Leak_2416
L2987,76.55,0.00358,0,L2987,76.55,Leak_2417
L2988,0.22,0.00023,0,L2988,0.22,Leak_2418
L2989,844.22,0.00995,0,L2989,844.22,Leak_2419
L2989,1017.15,0.03011,1,L2989_1,172.93,Leak_2420
L2989,1026.73,0.00973,2,L2989_2,9.58,Leak_2421
L2989,1202.55,0.00877,3,L2989_3,175.82,Leak_2422
L2989,1207.14,0.00836,4,L2989_4,4.59,Leak_2423
L299,2.22,0.00066,0,L299,2.22,Leak_2424
L299,34.3,0.00069,1,L299_1,32.08,Leak_2425
L2991,5.67,0.000079,0,L2991,5.67,Leak_2426
L2992,2.94,0.000052,0,L2992,2.94,Leak_2427
L2994,18.34,0.00048,0,L2994,18.34,Leak_2428
L2994,21.85,0.00041,1,L2994_1,3.51,Leak_2429
L2995,478.85,0.01151,0,L2995,478.85,Leak_2430
L2997,11.8,0.00014,0,L2997,11.8,Leak_2431
L2998,2.53,0.00014,0,L2998,2.53,Leak_2432
L2999,69.36,0.00282,0,L2999,69.36,Leak_2433
L3,29.73,0.00065,0,L3,29.73,Leak_2434
L300,1.5,0.000074,0,L300,1.5,Leak_2435
L3002,47.68,0.00177,0,L3002,47.68,Leak_2436
L3002,70.91,0.00154,1,L3002_1,23.23,Leak_2437
L3002,307.72,0.00153,2,L3002_2,236.81,Leak_2438
L3002,333.31,0.00165,3,L3002_3,25.59,Leak_2439
L3003,114.45,0.00283,0,L3003,114.45,Leak_2440
L3003,138.39,0.0029,1,L3003_1,23.94,Leak_2441
L3003,361.5,0.00272,2,L3003_2,223.11,Leak_2442
L3003,384.5,0.0029,3,L3003_3,23,Leak_2443
L3003,524.31,0.00306,4,L3003_4,139.81,Leak_2444
L3004,7.63,0.00317,0,L3004,7.63,Leak_2445
L3004,203.05,0.00283,1,L3004_1,195.42,Leak_2446
L3004,240.93,0.00294,2,L3004_2,37.88,Leak_2447
L3004,587.32,0.00294,3,L3004_3,346.39,Leak_2448
L3004,891.35,0.00286,4,L3004_4,304.03,Leak_2449
L3004,896.7,0.00309,5,L3004_5,5.35,Leak_2450
L3005,108.19,0.00596,0,L3005,108.19,Leak_2451
L3006,3.2,0.00037,0,L3006,3.2,Leak_2452
L3007,7.83,0.000041,0,L3007,7.83,Leak_2453
L3008,19.21,0.00113,0,L3008,19.21,Leak_2454
L3008,88.85,0.00107,1,L3008_1,69.64,Leak_2455
L301,44.83,0.00087,0,L301,44.83,Leak_2456
L301,46.22,0.00092,1,L301_1,1.39,Leak_2457
L3011,38.46,0.00119,0,L3011,38.46,Leak_2458
L3011,140.2,0.00103,1,L3011_1,101.74,Leak_2459
L3011,213.11,0.00118,2,L3011_2,72.91,Leak_2460
L3011,222.98,0.00118,3,L3011_3,9.87,Leak_2461
L3012,2.93,0.00216,0,L3012,2.93,Leak_2462
L3014,92.76,0.00186,0,L3014,92.76,Leak_2463
L3014,225.43,0.00201,1,L3014_1,132.67,Leak_2464
L3015,4.01,0.000027,0,L3015,4.01,Leak_2465
L3017,55.88,0.0015,0,L3017,55.88,Leak_2466
L3018,26.14,0.0009,0,L3018,26.14,Leak_2467
L3019,173.15,0.00228,0,L3019,173.15,Leak_2468
L3019,258.37,0.00207,1,L3019_1,85.22,Leak_2469
L3019,326.83,0.00235,2,L3019_2,68.46,Leak_2470
L3019,378.74,0.00244,3,L3019_3,51.91,Leak_2471
L302,2.75,0.000023,0,L302,2.75,Leak_2472
L3021,2.35,0.000025,0,L3021,2.35,Leak_2473
L3022,9.6,0.00017,0,L3022,9.6,Leak_2474
L3024,216.19,0.0019,0,L3024,216.19,Leak_2475
L3024,225.48,0.00205,1,L3024_1,9.29,Leak_2476
L3025,55.07,0.00229,0,L3025,55.07,Leak_2477
L3027,74.42,0.00098,0,L3027,74.42,Leak_2478
L3028,19.12,0.00134,0,L3028,19.12,Leak_2479
L3028,60.9,0.00126,1,L3028_1,41.78,Leak_2480
L3028,108.71,0.00154,2,L3028_2,47.81,Leak_2481
L3028,151.34,0.00147,3,L3028_3,42.63,Leak_2482
L3029,58.89,0.00074,0,L3029,58.89,Leak_2483
L3029,83.46,0.00075,1,L3029_1,24.57,Leak_2484
L303,4.98,0.00014,0,L303,4.98,Leak_2485
L3031,124.06,0.0035,0,L3031,124.06,Leak_2486
L3031,263.89,0.00389,1,L3031_1,139.83,Leak_2487
L3032,295.07,0.00766,0,L3032,295.07,Leak_2488
L3032,319.14,0.00649,1,L3032_1,24.07,Leak_2489
L3032,593.74,0.0075,2,L3032_2,274.6,Leak_2490
L3038,82.43,0.00044,0,L3038,82.43,Leak_2491
L3038,98.5,0.00046,1,L3038_1,16.07,Leak_2492
L3038,107.35,0.00041,2,L3038_2,8.85,Leak_2493
L304,43.46,0.00098,0,L304,43.46,Leak_2494
L3040,45.88,0.00621,0,L3040,45.88,Leak_2495
L3040,161.47,0.00565,1,L3040_1,115.59,Leak_2496
L3040,162.34,0.00602,2,L3040_2,0.87,Leak_2497
L3040,185.5,0.00655,3,L3040_3,23.16,Leak_2498
L3040,803.85,0.00661,4,L3040_4,618.35,Leak_2499
L3040,812.17,0.00669,5,L3040_5,8.32,Leak_2500
L3040,868.24,0.00618,6,L3040_6,56.07,Leak_2501
L3040,1085.14,0.00684,7,L3040_7,216.9,Leak_2502
L3040,1324.33,0.00616,8,L3040_8,239.19,Leak_2503
L3043,4.22,0.00027,0,L3043,4.22,Leak_2504
L3043,4.46,0.00028,1,L3043_1,0.24,Leak_2505
L3044,172.53,0.00159,0,L3044,172.53,Leak_2506
L3045,56.53,0.04363,0,L3045,56.53,Leak_2507
L3045,64.88,0.00325,1,L3045_1,8.35,Leak_2508
L3045,132.82,0.00306,2,L3045_2,67.94,Leak_2509
L3045,158.18,0.00328,3,L3045_3,25.36,Leak_2510
L3046,58.95,0.00164,0,L3046,58.95,Leak_2511
L3046,136.98,0.00164,1,L3046_1,78.03,Leak_2512
L3046,167.39,0.00197,2,L3046_2,30.41,Leak_2513
L3046,184.84,0.00202,3,L3046_3,17.45,Leak_2514
L3047,2.5,0.000096,0,L3047,2.5,Leak_2515
L3048,5.47,0.00097,0,L3048,5.47,Leak_2516
L3048,22.78,0.001,1,L3048_1,17.31,Leak_2517
L3049,16.35,0.00166,0,L3049,16.35,Leak_2518
L305,52.29,0.00026,0,L305,52.29,Leak_2519
L3050,0.69,0.000072,0,L3050,0.69,Leak_2520
L3051,164.68,0.0033,0,L3051,164.68,Leak_2521
L3052,54.01,0.00135,0,L3052,54.01,Leak_2522
L3055,97.01,0.00126,0,L3055,97.01,Leak_2523
L3055,166.42,0.00113,1,L3055_1,69.41,Leak_2524
L3055,170.04,0.00128,2,L3055_2,3.62,Leak_2525
L3056,8.86,0.00077,0,L3056,8.86,Leak_2526
L3056,25.05,0.00075,1,L3056_1,16.19,Leak_2527
L3056,133.96,0.00087,2,L3056_2,108.91,Leak_2528
L3057,8.95,0.00011,0,L3057,8.95,Leak_2529
L3057,18.48,0.0001,1,L3057_1,9.53,Leak_2530
L3060,1.36,0.00016,0,L3060,1.36,Leak_2531
L3060,8.8,0.00014,1,L3060_1,7.44,Leak_2532
L3061,15.31,0.02725,0,L3061,15.31,Leak_2533
L3062,0.77,0.000024,0,L3062,0.77,Leak_2534
L3064,92.01,0.00321,0,L3064,92.01,Leak_2535
L3065,11.05,0.00068,0,L3065,11.05,Leak_2536
L3065,21.27,0.00072,1,L3065_1,10.22,Leak_2537
L3068,156.04,0.00445,0,L3068,156.04,Leak_2538
L3068,222.34,0.00466,1,L3068_1,66.3,Leak_2539
L3068,271.78,0.0049,2,L3068_2,49.44,Leak_2540
L3068,481.78,0.00415,3,L3068_3,210,Leak_2541
L3068,610.18,0.00484,4,L3068_4,128.4,Leak_2542
L3069,0.04,0.00021,0,L3069,0.04,Leak_2543
L3070,65.12,0.00297,0,L3070,65.12,Leak_2544
L3071,0.47,0.00011,0,L3071,0.47,Leak_2545
L3073,7.08,0.000008,0,L3073,7.08,Leak_2546
L3074,27.27,0.00331,0,L3074,27.27,Leak_2547
L3076,0.17,0.000097,0,L3076,0.17,Leak_2548
L3077,10.65,0.00075,0,L3077,10.65,Leak_2549
L3077,46.08,0.00081,1,L3077_1,35.43,Leak_2550
L3078,233.29,0.00336,0,L3078,233.29,Leak_2551
L3079,36.85,0.00032,0,L3079,36.85,Leak_2552
L308,14.08,0.00037,0,L308,14.08,Leak_2553
L3080,3.44,0.00023,0,L3080,3.44,Leak_2554
L3080,5.7,0.00026,1,L3080_1,2.26,Leak_2555
L3080,100.57,0.00025,2,L3080_2,94.87,Leak_2556
L3080,130.04,0.00022,3,L3080_3,29.47,Leak_2557
L3081,43.24,0.00087,0,L3081,43.24,Leak_2558
L3084,112.43,0.00145,0,L3084,112.43,Leak_2559
L3084,121.31,0.00157,1,L3084_1,8.88,Leak_2560
L3086,56.53,0.02007,0,L3086,56.53,Leak_2561
L3087,71.06,0.00288,0,L3087,71.06,Leak_2562
L3089,2.54,0.0021,0,L3089,2.54,Leak_2563
L309,12.44,0.00022,0,L309,12.44,Leak_2564
L309,16.09,0.00021,1,L309_1,3.65,Leak_2565
L3090,132.96,0.00174,0,L3090,132.96,Leak_2566
L3090,139.21,0.00177,1,L3090_1,6.25,Leak_2567
L3090,383.64,0.00158,2,L3090_2,244.43,Leak_2568
L3090,567.87,0.00181,3,L3090_3,184.23,Leak_2569
L3090,575.01,0.00178,4,L3090_4,7.14,Leak_2570
L3091,60.16,0.00294,0,L3091,60.16,Leak_2571
L3091,334.69,0.00312,1,L3091_1,274.53,Leak_2572
L3091,526.41,0.00281,2,L3091_2,191.72,Leak_2573
L3094,9.99,0.00114,0,L3094,9.99,Leak_2574
L3094,18.62,0.00129,1,L3094_1,8.63,Leak_2575
L3094,53.93,0.00114,2,L3094_2,35.31,Leak_2576
L3095,1.74,0.00011,0,L3095,1.74,Leak_2577
L3095,13.61,0.00011,1,L3095_1,11.87,Leak_2578
L3095,15.24,0.00264,2,L3095_2,1.63,Leak_2579
L3097,32.94,0.00167,0,L3097,32.94,Leak_2580
L3097,74.36,0.00181,1,L3097_1,41.42,Leak_2581
L3099,13.59,0.00129,0,L3099,13.59,Leak_2582
L3099,145.77,0.00131,1,L3099_1,132.18,Leak_2583
L31,79.53,0.00161,0,L31,79.53,Leak_2584
L310,6.48,0.00011,0,L310,6.48,Leak_2585
L3100,11.74,0.00059,0,L3100,11.74,Leak_2586
L3102,26.39,0.00157,0,L3102,26.39,Leak_2587
L3103,4.61,0.0001,0,L3103,4.61,Leak_2588
L3104,6.23,0.000009,0,L3104,6.23,Leak_2589
L3105,10.84,0.00051,0,L3105,10.84,Leak_2590
L3105,14.72,0.00051,1,L3105_1,3.88,Leak_2591
L3106,28.46,0.00032,0,L3106,28.46,Leak_2592
L3106,37.12,0.00037,1,L3106_1,8.66,Leak_2593
L3107,1,0.00015,0,L3107,1,Leak_2594
L3108,14.16,0.00033,0,L3108,14.16,Leak_2595
L3108,18.4,0.00032,1,L3108_1,4.24,Leak_2596
L3109,55.59,0.00036,0,L3109,55.59,Leak_2597
L3109,119.13,0.00034,1,L3109_1,63.54,Leak_2598
L3109,153.82,0.00037,2,L3109_2,34.69,Leak_2599
L3109,177.4,0.00033,3,L3109_3,23.58,Leak_2600
L311,36.27,0.00077,0,L311,36.27,Leak_2601
L311,47.7,0.00065,1,L311_1,11.43,Leak_2602
L3110,0.89,0.000033,0,L3110,0.89,Leak_2603
L3112,21.43,0.00262,0,L3112,21.43,Leak_2604
L3112,23.64,0.003,1,L3112_1,2.21,Leak_2605
L3113,48.11,0.00105,0,L3113,48.11,Leak_2606
L3115,32.71,0.00138,0,L3115,32.71,Leak_2607
L3116,8.21,0.00254,0,L3116,8.21,Leak_2608
L3117,30.58,0.00184,0,L3117,30.58,Leak_2609
L3119,2.04,0.000073,0,L3119,2.04,Leak_2610
L312,17.13,0.00047,0,L312,17.13,Leak_2611
L312,70.4,0.00041,1,L312_1,53.27,Leak_2612
L3120,2.02,0.000039,0,L3120,2.02,Leak_2613
L3121,8.3,0.00102,0,L3121,8.3,Leak_2614
L3121,28.59,0.00102,1,L3121_1,20.29,Leak_2615
L3121,61.01,0.00107,2,L3121_2,32.42,Leak_2616
L3122,15.48,0.00101,0,L3122,15.48,Leak_2617
L3122,80.96,0.00099,1,L3122_1,65.48,Leak_2618
L3124,301.88,0.0045,0,L3124,301.88,Leak_2619
L3125,1.72,0.000076,0,L3125,1.72,Leak_2620
L3126,0.27,0.000063,0,L3126,0.27,Leak_2621
L3127,2.08,0.000004,0,L3127,2.08,Leak_2622
L3128,16.41,0.001,0,L3128,16.41,Leak_2623
L3128,33.01,0.00092,1,L3128_1,16.6,Leak_2624
L3128,128.11,0.00108,2,L3128_2,95.1,Leak_2625
L3128,207.98,0.00102,3,L3128_3,79.87,Leak_2626
L3128,226.65,0.001,4,L3128_4,18.67,Leak_2627
L3128,322.75,0.00093,5,L3128_5,96.1,Leak_2628
L3129,15.78,0.00085,0,L3129,15.78,Leak_2629
L3129,30.42,0.00091,1,L3129_1,14.64,Leak_2630
L313,51.92,0.00182,0,L313,51.92,Leak_2631
L3130,21.36,0.00097,0,L3130,21.36,Leak_2632
L3130,86.66,0.00099,1,L3130_1,65.3,Leak_2633
L3130,175.58,0.00104,2,L3130_2,88.92,Leak_2634
L3130,273.71,0.00106,3,L3130_3,98.13,Leak_2635
L3130,312.02,0.00108,4,L3130_4,38.31,Leak_2636
L3132,2.51,0.000066,0,L3132,2.51,Leak_2637
L3133,2.62,0.000089,0,L3133,2.62,Leak_2638
L3135,12.09,0.00243,0,L3135,12.09,Leak_2639
L3136,17.43,0.0004,0,L3136,17.43,Leak_2640
L3138,4.31,0.000055,0,L3138,4.31,Leak_2641
L314,54.14,0.00054,0,L314,54.14,Leak_2642
L3141,35.4,0.00167,0,L3141,35.4,Leak_2643
L3142,2.5,0.00013,0,L3142,2.5,Leak_2644
L3143,56.17,0.00088,0,L3143,56.17,Leak_2645
L3143,62.45,0.00094,1,L3143_1,6.28,Leak_2646
L3144,0.6,0.000068,0,L3144,0.6,Leak_2647
L3146,1.84,0.00011,0,L3146,1.84,Leak_2648
L3148,27.83,0.00164,0,L3148,27.83,Leak_2649
L3148,83.58,0.00148,1,L3148_1,55.75,Leak_2650
L3148,106.72,0.03214,2,L3148_2,23.14,Leak_2651
L3149,17.42,0.00123,0,L3149,17.42,Leak_2652
L315,6.04,0.00034,0,L315,6.04,Leak_2653
L3150,51.24,0.00122,0,L3150,51.24,Leak_2654
L3151,10.19,0.00029,0,L3151,10.19,Leak_2655
L3152,2.27,0.000034,0,L3152,2.27,Leak_2656
L3153,5.45,0.00009,0,L3153,5.45,Leak_2657
L3156,27.79,0.00222,0,L3156,27.79,Leak_2658
L3157,3.18,0.000082,0,L3157,3.18,Leak_2659
L3158,6.01,0.00374,0,L3158,6.01,Leak_2660
L316,52.16,0.00066,0,L316,52.16,Leak_2661
L316,76.75,0.00065,1,L316_1,24.59,Leak_2662
L316,80.51,0.00063,2,L316_2,3.76,Leak_2663
L3160,109.93,0.00349,0,L3160,109.93,Leak_2664
L3165,7.85,0.0002,0,L3165,7.85,Leak_2665
L3168,7.45,0.00038,0,L3168,7.45,Leak_2666
L3169,8.94,0.00016,0,L3169,8.94,Leak_2667
L317,1.31,0.000036,0,L317,1.31,Leak_2668
L3172,17.16,0.00041,0,L3172,17.16,Leak_2669
L3173,198.36,0.00503,0,L3173,198.36,Leak_2670
L3173,763.58,0.00569,1,L3173_1,565.22,Leak_2671
L3173,1122.94,0.00471,2,L3173_2,359.36,Leak_2672
L3173,1160.84,0.00482,3,L3173_3,37.9,Leak_2673
L3173,1195.09,0.00534,4,L3173_4,34.25,Leak_2674
L3174,107.73,0.00011,0,L3174,107.73,Leak_2675
L3174,344.63,0.00011,1,L3174_1,236.9,Leak_2676
L3174,442.31,0.00011,2,L3174_2,97.68,Leak_2677
L3174,618.46,0.00011,3,L3174_3,176.15,Leak_2678
L3174,651.82,0.00012,4,L3174_4,33.36,Leak_2679
L3176,3.93,0.00156,0,L3176,3.93,Leak_2680
L3177,180.47,0.00224,0,L3177,180.47,Leak_2681
L3177,189.78,0.00245,1,L3177_1,9.31,Leak_2682
L3177,348.11,0.00243,2,L3177_2,158.33,Leak_2683
L3177,444.45,0.00235,3,L3177_3,96.34,Leak_2684
L3178,3.23,0.00027,0,L3178,3.23,Leak_2685
L3178,11.65,0.00029,1,L3178_1,8.42,Leak_2686
L3179,13.66,0.00125,0,L3179,13.66,Leak_2687
L318,2.7,0.000028,0,L318,2.7,Leak_2688
L3180,168.95,0.00511,0,L3180,168.95,Leak_2689
L3181,34.77,0.00312,0,L3181,34.77,Leak_2690
L3181,127.68,0.00306,1,L3181_1,92.91,Leak_2691
L3181,330.4,0.00345,2,L3181_2,202.72,Leak_2692
L3184,138.56,0.00004,0,L3184,138.56,Leak_2693
L3184,161.47,0.000042,1,L3184_1,22.91,Leak_2694
L3184,188.59,0.000036,2,L3184_2,27.12,Leak_2695
L3184,197.76,0.00004,3,L3184_3,9.17,Leak_2696
L3185,0.8,0.00029,0,L3185,0.8,Leak_2697
L3185,13.95,0.00025,1,L3185_1,13.15,Leak_2698
L3187,28.39,0.00085,0,L3187,28.39,Leak_2699
L3188,26.3,0.00045,0,L3188,26.3,Leak_2700
L3189,129.95,0.00261,0,L3189,129.95,Leak_2701
L3189,143.34,0.00284,1,L3189_1,13.39,Leak_2702
L3189,171,0.00238,2,L3189_2,27.66,Leak_2703
L319,18.32,0.00087,0,L319,18.32,Leak_2704
L319,25.35,0.00084,1,L319_1,7.03,Leak_2705
L3194,56.28,0.00059,0,L3194,56.28,Leak_2706
L3196,2.47,0.00015,0,L3196,2.47,Leak_2707
L3196,8.47,0.02579,1,L3196_1,6,Leak_2708
L3196,10.48,0.00015,2,L3196_2,2.01,Leak_2709
L3197,29.44,0.00161,0,L3197,29.44,Leak_2710
L3198,77.14,0.0048,0,L3198,77.14,Leak_2711
L3202,1.85,0.00029,0,L3202,1.85,Leak_2712
L3204,2.72,0.00021,0,L3204,2.72,Leak_2713
L3204,32.72,0.0002,1,L3204_1,30,Leak_2714
L3205,6.01,0.0005,0,L3205,6.01,Leak_2715
L3205,11.5,0.00051,1,L3205_1,5.49,Leak_2716
L3206,23.38,0.00074,0,L3206,23.38,Leak_2717
L3206,260.87,0.00081,1,L3206_1,237.49,Leak_2718
L3208,10.76,0.01528,0,L3208,10.76,Leak_2719
L3208,27.38,0.00053,1,L3208_1,16.62,Leak_2720
L3208,40.75,0.00057,2,L3208_2,13.37,Leak_2721
L3209,55.4,0.00189,0,L3209,55.4,Leak_2722
L3209,99.62,0.00192,1,L3209_1,44.22,Leak_2723
L3209,191.85,0.00184,2,L3209_2,92.23,Leak_2724
L3209,263.19,0.00193,3,L3209_3,71.34,Leak_2725
L3210,10.05,0.000033,0,L3210,10.05,Leak_2726
L3210,13.73,0.000038,1,L3210_1,3.68,Leak_2727
L3211,22.15,0.00128,0,L3211,22.15,Leak_2728
L3213,44.27,0.00062,0,L3213,44.27,Leak_2729
L3214,8.32,0.00012,0,L3214,8.32,Leak_2730
L3214,9.05,0.00011,1,L3214_1,0.73,Leak_2731
L3216,1.34,0.00022,0,L3216,1.34,Leak_2732
L3216,4.75,0.0002,1,L3216_1,3.41,Leak_2733
L3217,53.47,0.00079,0,L3217,53.47,Leak_2734
L3217,112.58,0.00093,1,L3217_1,59.11,Leak_2735
L3218,2.93,0.00013,0,L3218,2.93,Leak_2736
L3218,15.24,0.00013,1,L3218_1,12.31,Leak_2737
L3219,60.23,0.00092,0,L3219,60.23,Leak_2738
L322,1.71,0.000038,0,L322,1.71,Leak_2739
L3220,16.94,0.00122,0,L3220,16.94,Leak_2740
L3220,89.49,0.00123,1,L3220_1,72.55,Leak_2741
L3221,3.53,0.00055,0,L3221,3.53,Leak_2742
L3223,37.6,0.00146,0,L3223,37.6,Leak_2743
L3223,42.36,0.00138,1,L3223_1,4.76,Leak_2744
L3224,52.32,0.00116,0,L3224,52.32,Leak_2745
L3225,78.2,0.06659,0,L3225,78.2,Leak_2746
L3226,2.58,0.00358,0,L3226,2.58,Leak_2747
L3227,44.84,0.00077,0,L3227,44.84,Leak_2748
L3227,48.21,0.00078,1,L3227_1,3.37,Leak_2749
L3228,115.57,0.00033,0,L3228,115.57,Leak_2750
L3228,154.01,0.00034,1,L3228_1,38.44,Leak_2751
L3228,170.01,0.00033,2,L3228_2,16,Leak_2752
L3229,28.26,0.00027,0,L3229,28.26,Leak_2753
L323,2.15,0.0003,0,L323,2.15,Leak_2754
L323,10.64,0.00032,1,L323_1,8.49,Leak_2755
L3234,265.69,0.00379,0,L3234,265.69,Leak_2756
L3234,270.79,0.00398,1,L3234_1,5.1,Leak_2757
L3236,125.22,0.00124,0,L3236,125.22,Leak_2758
L3236,213.89,0.0013,1,L3236_1,88.67,Leak_2759
L3236,253.81,0.0013,2,L3236_2,39.92,Leak_2760
L324,28.43,0.00318,0,L324,28.43,Leak_2761
L3242,6.1,0.00017,0,L3242,6.1,Leak_2762
L3245,1.62,0.00015,0,L3245,1.62,Leak_2763
L3246,4.55,0.000033,0,L3246,4.55,Leak_2764
L3247,2.01,0.00018,0,L3247,2.01,Leak_2765
L325,21.47,0.00214,0,L325,21.47,Leak_2766
L325,120.49,0.00241,1,L325_1,99.02,Leak_2767
L325,306.72,0.0021,2,L325_2,186.23,Leak_2768
L3251,0.03,0.000021,0,L3251,0.03,Leak_2769
